id,name_de,synonyms_de,name_fr,synonyms_fr,name_it,synonyms_it,name_en,synonyms_en,category_de,category_fr,category_it,category_en,kcal,fat,protein
13317,"Gehacktes (Durchschnitt aus Rind, Kalb, Schwein, Poulet), gebraten (ohne Zusatz von Fett und Salz)",,"Viande hachée (moyenne boeuf, veau, porc, poulet), grillée (sans adjonction de graisse ni de sel)",,"Carne tritata (media di manzo,vitello, maiale e pollo), alla griglia (senza aggiunta di grassi o sale)",,"Minced meat (average of beef, veal, pork, chicken), pan fried (without addition of fat and salt)",,Fleisch und Innereien,Viande et abats,Carne e frattaglie,Meat and offal,179,7.8,27.3
1105,"Gehacktes (Durchschnitt aus Rind, Kalb, Schwein, Poulet), roh",,"Viande hachée (moyenne de veau, boeuf, porc, poulet), crue",,"Carne tritata (media di manzo, vitello, maiale e pollo), cruda",,"Minced meat (average of beef, veal, pork, chicken), raw",,Fleisch und Innereien/Kalb;Fleisch und Innereien/Rind;Fleisch und Innereien/Schwein;Fleisch und Innereien/Geflügel,Viande et abats/Veau;Viande et abats/Bœuf;Viande et abats/Porc;Viande et abats/Volaille,Carne e frattaglie/Vitello;Carne e frattaglie/Manzo;Carne e frattaglie/Maiale;Carne e frattaglie/Pollame,Meat and offal/Veal;Meat and offal/Beef;Meat and offal/Pork;Meat and offal/Poultry,142,6.2,21.6
1152,"Gemüse (Durchschnitt), roh",,"Légumes (moyenne), crus",,"Verdura (in media), cruda",,"Vegetables (average), raw",,Gemüse/Gemüse frisch,Légumes/Légumes frais,Verdure/Verdure fresche,Vegetables/Fresh vegetables,27,0.3,1.3
1580,"Gemüsegratin, gebacken",,"Gratin de légumes, cuit au four",,"Verdura al gratin, cotta nel forno",,"Vegetable au gratin, baked",,Gerichte/Kuchen und Gratins,Plats/Tartes sucrées et salées et gratins,Cibi/Torte dolci e salate e gratin,"Prepared dishes/Cakes, pies and gratins",57,3.6,3
1666,"Gemüselasagne, zubereitet",,"Lasagne de légume, préparée",,"Lasagne di verdura, preparata",,"Vegetable lasagne, prepared",,Gerichte/Italienische Gerichte,Plats/Plats italiens,Cibi/Cibi italiani,Prepared dishes/Italian dishes,135,7.4,4.8
739,Gerstenflocken,,"Orge, flocons",,Fiocchi di orzo,,Barley flakes,,"Brote, Flocken und Frühstückscerealien/Flocken, Kleie und Keime","Pains, flocons et céréales pour le petit-déjeuner/Flocons, son et germes","Pane, fiocchi e cereali per la prima colazione/Fiocchi, crusca e germi","Bread, flakes and breakfast cereals/Flakes, bran and germs",330,1.5,7.9
937,"Gerstenflocken, Vollkorn",,"Orge, flocons complets",,"Fiocchi d'orzo, integrali",,"Barley, wholemeal flakes",,"Brote, Flocken und Frühstückscerealien/Flocken, Kleie und Keime","Pains, flocons et céréales pour le petit-déjeuner/Flocons, son et germes","Pane, fiocchi e cereali per la prima colazione/Fiocchi, crusca e germi","Bread, flakes and breakfast cereals/Flakes, bran and germs",330,1.5,7.9
1587,"Gerstotto, gekocht",,"Potée à l'orge, cuite",,"Orzotto, cotto",,"Barley risotto, cooked",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Sonstige Getreideprodukte","Produits céréaliers, légumineuses et pommes de terre/Autres produits céréaliers","Prodotti a base di cereali, legumi e patate/Altri prodotti a base di cereali","Cereal products, pulses and potatoes/Other cereal products",136,2.2,3.4
13318,"Geschnetzeltes (Durchschnitt aus Rind, Kalb, Schwein, Geflügel), gebraten (ohne Zusatz von Fett und Salz)",,"Emincé (moyenne de veau, boeuf, porc, volaille), grillée (sans adjonction de graisse ni de sel)",,"Spezzatino (media di manzo, vitello, maiale e pollo), alla griglia (senza aggiunta di grassi o sale)",,"Meat, chopped (average of beef, veal, pork, poultry), pan fried (without addition of fat and salt)",,Fleisch und Innereien,Viande et abats,Carne e frattaglie,Meat and offal,161,4.5,30
1104,"Geschnetzeltes (Durchschnitt aus Rind, Kalb, Schwein, Geflügel), roh",,"Viande émincée (moyenne de veau, boeuf, porc, poulet), crue",,"Spezzatino (media di manzo, vitello, maiale e pollo), crudo",,"Meat, chopped (average of beef, veal, pork, poultry), raw",,Fleisch und Innereien/Kalb;Fleisch und Innereien/Schwein;Fleisch und Innereien/Rind;Fleisch und Innereien/Geflügel,Viande et abats/Veau;Viande et abats/Porc;Viande et abats/Bœuf;Viande et abats/Volaille,Carne e frattaglie/Vitello;Carne e frattaglie/Maiale;Carne e frattaglie/Manzo;Carne e frattaglie/Pollame,Meat and offal/Veal;Meat and offal/Pork;Meat and offal/Beef;Meat and offal/Poultry,118,3.3,21.9
1696,Getreideflocken (Durchschnitt),,Flocons de céréales (moyenne),,Fiocchi di cereali (in media),,Cereal flakes (average),,"Brote, Flocken und Frühstückscerealien/Flocken, Kleie und Keime","Pains, flocons et céréales pour le petit-déjeuner/Flocons, son et germes","Pane, fiocchi e cereali per la prima colazione/Fiocchi, crusca e germi","Bread, flakes and breakfast cereals/Flakes, bran and germs",344,3.3,10.2
10406,Gipfeli (Durchschnitt),,Croissant (moyenne),,Cornetti (in media),,Croissant (average),,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren","Pains, flocons et céréales pour le petit-déjeuner/Pains et produits de boulangerie","Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria","Bread, flakes and breakfast cereals/Bread and bread products",406,23,8
507,Glarner Schabziger,Glarner Kräuterkäse,Fromage aux herbes glaronnais ,Schabziger,Formaggio alle erbe glaronese ,Schabziger,Schabziger (Swiss green cheese),,Milch und Milchprodukte/Frischkäse und Quark,Lait et produits laitiers/Fromage frais et séré,Latte e prodotti di latte/Formaggio fresco e quark,Milk and dairy products/Fresh cheese and curds,134,0.5,32.3
483,Gorgonzola,,Gorgonzola,,Gorgonzola,,Gorgonzola,,Milch und Milchprodukte/Hartkäse,Lait et produits laitiers/Fromage à pâte dure,Latte e prodotti di latte/Formaggio a pasta dura,Milk and dairy products/Hard cheese,359,31.2,19.4
388,"Grapefruit, roh",Pampelmuse,"Pamplemousse, cru",Grapefruit,"Pompelmo, crudo",,"Grapefruit, fresh",,Früchte/Früchte frisch,Fruits/Fruits frais,Frutta/Frutta fresca,Fruit/Fresh fruit,30,0.1,0.7
530,"Greyerzer, vollfett",Gruyère,"Gruyère, gras",,"Formaggio Gruyère, grasso",,"Greyerzer, at least 45% fidm",,Milch und Milchprodukte/Hartkäse,Lait et produits laitiers/Fromage à pâte dure,Latte e prodotti di latte/Formaggio a pasta dura,Milk and dairy products/Hard cheese,399,32,27
1509,"Griessbrei, zubereitet (mit teilentrahmter Milch)",,"Semoule, préparée (avec du lait partiellement écrémé)",,"Semolino, preparato (con latte parzialmente scremato)",,"Semolina pudding, prepared (with partially skimmed milk)",,Süssigkeiten/Cremen und Pudding,Sucreries/Crèmes et pouding,Dolciumi/Creme e budini,Sweets/Creams and puddings,95,3,4.8
1510,"Griessbrei, zubereitet (mit Vollmilch)",,"Semoule, préparée (avec du lait entier)",,"Semolino, preparato (con latte intero)",,"Semolina pudding, prepared (with full fat milk)",,Süssigkeiten/Cremen und Pudding,Sucreries/Crèmes et pouding,Dolciumi/Creme e budini,Sweets/Creams and puddings,95,3,4.8
1507,"Griessschnitte, zubereitet (mit teilentrahmter Milch)",,"Tranche de semoule, préparée (avec du lait partiellement écrémé)",,"Fetta di semolino, preparato (con latte parzialmente scremato)",,"Semolina slice, prepared (with partially skimmed milk)",,Gerichte/Sonstige salzige/rezente Gerichte,Plats/Autres plats salés/épicés,Cibi/Altri cibi salati/saporiti,Prepared dishes/Other savoury dishes,146,6.4,6.3
1508,"Griessschnitte, zubereitet (mit Vollmilch)",,"Tranche de semoule, préparée (avec du lait entier)",,"Fetta di semolino, preparato (con latte intero)",,"Semolina slice, prepared (with full fat milk)",,Gerichte/Sonstige salzige/rezente Gerichte,Plats/Autres plats salés/épicés,Cibi/Altri cibi salati/saporiti,Prepared dishes/Other savoury dishes,156,7.5,6.3
1272,Grittibänz,,Bonhomme en pâte,,Grittibänz (pane dolce),,Grittibänz (Swiss bread man),,Süssigkeiten/Sonstige süsse Backwaren,Sucreries/Autres articles de pâtisserie,Dolciumi/Altre pasticcerie dolci,Sweets/Other sweet pastries,330,11.2,9.2
1465,Gugelhopf Grossmutter Art,,Kouglof façon Grand-mère,,Ciambellone a la nonna,,Ring cake grandmother style,,"Süssigkeiten/Kuchen, Torten und Cake","Sucreries/Gâteaux, tourtes et cakes","Dolciumi/Dolci, torte e cake",Sweets/Cakes and tarts,459,32.1,8.3
684,Gulaschsuppe,,Soupe goulache,,Zuppa gulasch,,Goulash soup,,Gerichte/Eintöpfe und Suppen,Plats/Potages et soupes,Cibi/Brodi e zuppe,Prepared dishes/Stews and soups,67,2.4,4.8
951,Gummibonbon mit Fruchtessenz,,Bonbon gélifié à l'arome de fruit,,Caramella gommosa all'aroma di frutta,,Jelly babies with fruit essence,,"Süssigkeiten/Bonbons, Frucht- und Kaugummi","Sucreries/Bonbons, bonbons gélifiés aux fruits et chewing-gums",Dolciumi/Caramelle e gomme da masticare,"Sweets/Candies, fruits gums and chewing gum",341,0,6.6
491,"Gurke, in Essig eingelegt",Essiggurke;Cornichon,Cornichon au vinaigre,,"Cetriolini, sott'aceto",,"Cucumber, pickled",,Gemüse/Gemüse gekocht (inkl. Konserven),Légumes/Légumes cuits (conserves comprises),Verdure/Verdure cotte (incl. conserve),Vegetables/Cooked vegetables (incl. cans),14,0.1,0.7
354,"Gurke, roh",Salatgurke,"Concombre, cru",,"Cetriolo, crudo",,"Cucumber, raw",,Gemüse/Gemüse frisch,Légumes/Légumes frais,Verdure/Verdure fresche,Vegetables/Fresh vegetables,13,0.1,0.7
1582,"Hackbraten, im Ofen gebacken",,"Rôti de viande hachée, cuit au four",Pain de viande,"Polpettone, cotto al forno",,"Meat loaf, baked in the oven",,Gerichte/Sonstige salzige/rezente Gerichte,Plats/Autres plats salés/épicés,Cibi/Altri cibi salati/saporiti,Prepared dishes/Other savoury dishes,197,10.5,17.1
1583,"Hackplätzli (Rind), gebraten in Rapsöl HOLL",,"Hamburger (boeuf), grillé au colza HOLL",,"Hamburger (manzo), cotto in olio di colza HOLL",,"Burger patty (beef), pan fried in HOLL rapeseed oil",,Fleisch und Innereien/Rind,Viande et abats/Bœuf,Carne e frattaglie/Manzo,Meat and offal/Beef,204,10.6,20.4
1512,"Haferbrei, zubereitet (mit teilentrahmter Milch)",,"Porridge, préparé (avec du lait partiellement écrémé)",,"Pappa d'avena, preparata (con latte parzialmente scremato)",,"Porridge, prepared (with partially skimmed milk)",,Süssigkeiten/Cremen und Pudding,Sucreries/Crèmes et pouding,Dolciumi/Creme e budini,Sweets/Creams and puddings,133,3.6,6.4
1511,"Haferbrei, zubereitet (mit Vollmilch)",,"Porridge, préparé (avec du lait entier)",,"Pappa d'avena, preparata (con latte intero)",,"Porridge, prepared (with full fat milk)",,Süssigkeiten/Cremen und Pudding,Sucreries/Crèmes et pouding,Dolciumi/Creme e budini,Sweets/Creams and puddings,150,6.3,6.4
198,Haferflocken,,"Avoine, flocons",,Fiocchi di avena,,Oat flakes,,"Brote, Flocken und Frühstückscerealien/Flocken, Kleie und Keime","Pains, flocons et céréales pour le petit-déjeuner/Flocons, son et germes","Pane, fiocchi e cereali per la prima colazione/Fiocchi, crusca e germi","Bread, flakes and breakfast cereals/Flakes, bran and germs",372,7.5,13.5
769,Haferkleie,,Son d'avoine,,Crusca d'avena,,"Oat bran, raw",,"Brote, Flocken und Frühstückscerealien/Flocken, Kleie und Keime","Pains, flocons et céréales pour le petit-déjeuner/Flocons, son et germes","Pane, fiocchi e cereali per la prima colazione/Fiocchi, crusca e germi","Bread, flakes and breakfast cereals/Flakes, bran and germs",366,7,17.3
191,Halbfettbutter,,Beurre mi-gras,,Burro semigrasso,,"Butter, 40% fat",,Fette und Öle/Fette;Milch und Milchprodukte/Rahm und Butter,Graisses et huiles/Graisses;Lait et produits laitiers/Crème et beurre,Grassi e oli/Grassi;Latte e prodotti di latte/Panna e burro,Fats and oils/Fats;Milk and dairy products/Cream and butter,388,39.8,4
67,"Halbrahm, pasteurisiert",,"Demi-crème, pasteurisée",,"Panna semigrassa, pastorizzata",,"Cream, pasteurized, 25% fat",,Fette und Öle/Rahm;Milch und Milchprodukte/Rahm und Butter,Graisses et huiles/Crème;Lait et produits laitiers/Crème et beurre,Grassi e oli/Panna;Latte e prodotti di latte/Panna e burro,Fats and oils/Cream;Milk and dairy products/Cream and butter,274,27.9,2.3
68,"Halbrahm, UHT",,"Demi-crème, UHT",,"Panna semigrassa, UHT",,"Cream, UHT",,Fette und Öle/Rahm;Milch und Milchprodukte/Rahm und Butter,Graisses et huiles/Crème;Lait et produits laitiers/Crème et beurre,Grassi e oli/Panna;Latte e prodotti di latte/Panna e burro,Fats and oils/Cream;Milk and dairy products/Cream and butter,251,25.1,2.6
833,Halbweissbrot,,Pain mi-blanc,,Pane semi-bianco,,Semi-white bread,,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren","Pains, flocons et céréales pour le petit-déjeuner/Pains et produits de boulangerie","Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria","Bread, flakes and breakfast cereals/Bread and bread products",240,1.1,9.4
1193,"Hart- und Halbhartkäse, vollfett (Durchschnitt)",,"Fromage à pâte dure et mi-dure, grasse (en moyenne)",,"Formaggio a pasta dura e semi dura, grasso (in media)",,"Hard and semi hard cheese, full fat (average)",,Milch und Milchprodukte/Hartkäse,Lait et produits laitiers/Fromage à pâte dure,Latte e prodotti di latte/Formaggio a pasta dura,Milk and dairy products/Hard cheese,400,32.1,27.2
952,"Hartkaramellen, Hartbonbons",,Bonbon dur,,Caramella dura,,Hard caramels,,"Süssigkeiten/Bonbons, Frucht- und Kaugummi","Sucreries/Bonbons, bonbons gélifiés aux fruits et chewing-gums",Dolciumi/Caramelle e gomme da masticare,"Sweets/Candies, fruits gums and chewing gum",385,0.3,0.5
423,"Hartweizengriess, trocken",,"Semoule de blé dur, sèche",,"Semola di grano duro, secca",,Durum wheat semolina,,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Sonstige Getreideprodukte","Produits céréaliers, légumineuses et pommes de terre/Autres produits céréaliers","Prodotti a base di cereali, legumi e patate/Altri prodotti a base di cereali","Cereal products, pulses and potatoes/Other cereal products",351,1.2,12.6
486,"Hase (Durchschnitt), roh",,"Lièvre (moyenne), cru",,"Lepre (media), cruda",,"Hare, fresh",,Fleisch und Innereien/Sonstige Tierarten,Viande et abats/Autres espèces animales,Carne e frattaglie/Altre specie animali,Meat and offal/Other animal species,115,3,22
270,Haselnuss,,Noisette,,Nocciole,,Hazelnut,,"Nüsse, Samen und Ölfrüchte","Noix, graines et produits oléagineux","Noci, semi e frutti oleosi","Nuts, seeds and oleaginous fruit",643,59.5,15.2
703,Haselnuss-Schokolade-Brotaufstrich,,Pâte à tartiner aux noisettes et au chocolat,,Crema da spalmare alle nocciole e cioccolato,,Hazelnut-chocolate spread,,Süssigkeiten/Konfitüren und süsse Brotaufstriche,Sucreries/Confitures et produits à tartiner sucrés,Dolciumi/Confettura e prodotti dolci da spalmare sul pane,Sweets/Jams and sweet sandwich spreads,546,32.7,5.8
903,Haselnusskekse,Haselnussguetzli,Biscuits aux noisettes,,Biscotti alle nocciole,,Hazelnut cookie,,Süssigkeiten/Guetzli,Sucreries/Biscuits,Dolciumi/Biscotti,Sweets/Cookies/Biscuits,473,27.7,6.7
869,Haselnussmakrone,,Macarons aux noisettes,,Biscotti alle nocciole,,Hazelnut macaroon,,Süssigkeiten/Guetzli,Sucreries/Biscuits,Dolciumi/Biscotti,Sweets/Cookies/Biscuits,533,37,11.4
871,Haselnussstängeli,,Bâtonnets aux noisettes,,Bastoncini alle nocciole,,Nut sticks,,Süssigkeiten/Guetzli,Sucreries/Biscuits,Dolciumi/Biscotti,Sweets/Cookies/Biscuits,562,36.7,10.1
416,"Hecht, roh",,"Brochet, cru",,"Luccio, crudo",,"Pike, raw",,Fisch/Süsswasserfische,Poisson/Poissons d'eau douce,Pesce/Pesci d’acqua dolce,Fish/Fresh water fish,81,0.8,18.4
910,"Hefeteig (mit Butter), süss, ungebacken",,"Pâte lévée (avec beurre), sucrée, crue",,"Pasta lievitata (con burro), dolce, cruda",,"Yeast dough (with butter), sweet, raw",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teige","Produits céréaliers, légumineuses et pommes de terre/Pâtes","Prodotti a base di cereali, legumi e patate/Paste","Cereal products, pulses and potatoes/Dough",311,11.1,8.6
1177,"Hefeteig (mit pflanzlichem Fett), süss, ungebacken",,"Pâte lévée (avec graisse végétale), sucrée, crue",,"Pasta lievitata (con grassa vegetale), dolce, cruda",,"Yeast dough (with vegetable fat), sweet, raw",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teige","Produits céréaliers, légumineuses et pommes de terre/Pâtes","Prodotti a base di cereali, legumi e patate/Paste","Cereal products, pulses and potatoes/Dough",304,11.5,9.1
389,"Heidelbeere, roh",,"Myrtille, crue",,"Mirtillo, crudo",,"Blueberry, raw",,Früchte/Früchte frisch,Fruits/Fruits frais,Frutta/Frutta fresca,Fruit/Fresh fruit,58,0.5,0.6
753,"Heilbutt, roh",,"Flétan, cru",,"Halibut, crudo",Ippoglosso,"Halibut, raw",,Fisch/Meeresfische,Poisson/Poissons de mer,Pesce/Pesci di mare,Fish/Sea fish,118,3.9,20.6
390,"Himbeere, roh",,"Framboise, crue",,"Lampone, crudo",,"Raspberry, raw",,Früchte/Früchte frisch,Fruits/Fruits frais,Frutta/Frutta fresca,Fruit/Fresh fruit,52,0.6,1.2
691,Hinterschinken,,Jambon cuit de derrière,,Prosciutto cotto di coscia,,"Ham, cooked",,Fleisch- und Wurstwaren/Kochwurstware,Produits carnés et charcuterie/Produits de charcuterie cuits,Prodotti carnei e insaccati/Insaccati cotti,Sausages and cold meats/Cooked sausage products,104,2.3,20.2
487,"Hirsch (Durchschnitt), roh",,"Cerf (moyenne), cru",,"Cervo (in media), crudo",,"Deer (average), raw",,Fleisch und Innereien/Wild,Viande et abats/Gibier,Carne e frattaglie/Selvaggina,Meat and offal/Game,112,3.3,20.6
12,"Hirsch, Entrecôte, roh",,"Cerf, entrecôte, crue",,"Cervo, entrecôte, crudo",,"Deer, entrecôte, raw",,Fleisch und Innereien/Wild,Viande et abats/Gibier,Carne e frattaglie/Selvaggina,Meat and offal/Game,111,2.1,23.1
422,"Hirse, Korn geschält",,"Millet, grains décortiqués",,"Miglio, grano sgusciato",,"Millet, grain peeled",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Sonstige Getreideprodukte","Produits céréaliers, légumineuses et pommes de terre/Autres produits céréaliers","Prodotti a base di cereali, legumi e patate/Altri prodotti a base di cereali","Cereal products, pulses and potatoes/Other cereal products",357,3.9,9.8
938,"Hirseflocken, Vollkorn",,"Millet, flocons complets",,"Fiocchi di miglio, integrali",,"Millet, wholemeal flakes",,"Brote, Flocken und Frühstückscerealien/Flocken, Kleie und Keime","Pains, flocons et céréales pour le petit-déjeuner/Flocons, son et germes","Pane, fiocchi e cereali per la prima colazione/Fiocchi, crusca e germi","Bread, flakes and breakfast cereals/Flakes, bran and germs",357,3.9,9.8
1586,"Hirsotto, gekocht",,"Potée au millet, cuite",,"Migliotto, cotto",,"Millet risotto, cooked",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Sonstige Getreideprodukte","Produits céréaliers, légumineuses et pommes de terre/Autres produits céréaliers","Prodotti a base di cereali, legumi e patate/Altri prodotti a base di cereali","Cereal products, pulses and potatoes/Other cereal products",145,3.1,3.6
666,Hollandaisesauce,,Sauce hollandaise,,Salsa olandese,,Hollandaise sauce,,Verschiedenes/Saucen,Divers/Sauces,Diversi/Salse,Various/Sauces,211,18,3
436,"Holunderbeere, schwarz, roh",,"Baie de sureau noir, crue",,"Bacca di sambuco nero, cruda",,"Elderberry, raw",,Früchte/Früchte frisch,Fruits/Fruits frais,Frutta/Frutta fresca,Fruit/Fresh fruit,52,0.5,2.5
472,Honig (Blütenhonig),,Miel (miel de fleurs),,Miele (miele di fiori),,"Honey, from flowers",,Süssigkeiten/Konfitüren und süsse Brotaufstriche,Sucreries/Confitures et produits à tartiner sucrés,Dolciumi/Confettura e prodotti dolci da spalmare sul pane,Sweets/Jams and sweet sandwich spreads,306,0,0.4
399,"Honigmelone, roh",Zuckermelone,"Melon, cru",,"Melone, crudo",,"Honeydew melon, raw",,Früchte/Früchte frisch,Fruits/Fruits frais,Frutta/Frutta fresca,Fruit/Fresh fruit,38,0.1,0.7
1590,Hot Dog in Weissbrot mit Ketchup und Senf,,Hot Dog en pain blanc avec ketchup et moutarde,,Hot Dog in pane bianco con ketchup e senape,,Hot Dog in white bread with ketchup and mustard,,Gerichte/Sonstige salzige/rezente Gerichte,Plats/Autres plats salés/épicés,Cibi/Altri cibi salati/saporiti,Prepared dishes/Other savoury dishes,230,6.7,9.1
1070,"Hühnerei, ganz, festgekocht",,"Oeuf de poule, entier, cuit dur",,"Uovo di gallina, bollito, sodo",,"Chicken egg, whole, hard boiled",,Eier,Œufs,Uova,Eggs,157,11.4,13.2
290,"Hühnerei, ganz, roh",,"Oeuf de poule, entier, cru",,"Uovo di gallina, crudo",,"Egg, raw",,Eier,Œufs,Uova,Eggs,142,10.3,11.9
410,"Hühnereigelb, roh (Eidotter)",,"Jaune d'oeuf, cru",,"Tuorlo d'uovo, crudo",,"Egg yolk, raw",,Eier,Œufs,Uova,Eggs,350,31.5,16.5
411,"Hühnereiweiss, roh (Eiklar)",,"Blanc d'oeuf, cru",,"Albume d'uovo, crudo",,"Egg white, raw",,Eier,Œufs,Uova,Eggs,44,0.1,10.5
1134,"Hülsenfrüchte (Durchschnitt), gekocht (ohne Zugabe von Fett und Salz)",,"Légumineuses (moyenne), cuites (sans adjonction de sel ni de graisse)",,"Legumi (in media), cotti (senza aggiunta di grassi e sale)",,"Legumes/Pulses (average), cooked (without addition of fat and salt)",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Hülsenfrüchte","Produits céréaliers, légumineuses et pommes de terre/Légumineuses","Prodotti a base di cereali, legumi e patate/Legumi","Cereal products, pulses and potatoes/Pulses",138,2.6,9.7
1133,"Hülsenfrüchte (Durchschnitt), getrocknet",,"Légumineuses (moyenne), séchées",,"Legumi (in media), secchi",,"Legumes/Pulses, (average) dried",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Hülsenfrüchte","Produits céréaliers, légumineuses et pommes de terre/Légumineuses","Prodotti a base di cereali, legumi e patate/Legumi","Cereal products, pulses and potatoes/Pulses",335,4.9,25.1
505,"Hüttenkäse, nature",Cottage cheese,"Cottage cheese (fromage frais granulé), nature",Hüttenkäse,"Formaggio fresco granulato, al naturale",,Cottage cheese,,Milch und Milchprodukte/Frischkäse und Quark,Lait et produits laitiers/Fromage frais et séré,Latte e prodotti di latte/Formaggio fresco e quark,Milk and dairy products/Fresh cheese and curds,101,4.5,12.7
866,"Instant-Kartoffelstock, zubereitet (mit Wasser und Butter)",,"Purée de pommes de terre, préparée (avec de l'eau et du beurre)",,"Purea di patate, preparata (con acqua e burro)",,"Mashed potatoes, instant, prepared (with water and butter)",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln","Produits céréaliers, légumineuses et pommes de terre/Pommes de terre","Prodotti a base di cereali, legumi e patate/Patate","Cereal products, pulses and potatoes/Potatoes",81,2.8,2
652,Jägersauce,,Sauce chasseur,,Salsa alla cacciatora,,Huntsman sauce,,Verschiedenes/Saucen,Divers/Sauces,Diversi/Salse,Various/Sauces,58,1.8,2.2
1612,Joghurt-Salatsauce (ohne Öl),,Sauce de salade au yogourt (sans huile),,Salsa per insalate con yogurt (senza olio),,Yogurt dressing (without oil),,Fette und Öle/Salatsaucen,Graisses et huiles/Sauces à salade,Grassi e oli/Salse per insalate,Fats and oils/Salad dressings,68,3.3,3.7
58,"Joghurt Bifidus, nature",,"Yogourt bifidus, nature",Yaourt,"Yogurt bifidus, naturale",,"Yogurt Bifidus, plain",,Milch und Milchprodukte/Joghurt und Sauermilch,Lait et produits laitiers/Yogourt et lait acidulé,Latte e prodotti di latte/Yogurt e latte acidulato,Milk and dairy products/Yogurt and curdled milk,49,3.6,4.1
1192,Joghurt gezuckert (Durchschnitt),,Yaourt sucré (moyenne),,Yogurt zuccherato (in media),,Yoghurt with added sugar (average),,Milch und Milchprodukte/Joghurt und Sauermilch,Lait et produits laitiers/Yogourt et lait acidulé,Latte e prodotti di latte/Yogurt e latte acidulato,Milk and dairy products/Yogurt and curdled milk,105,3.4,3.8
590,"Joghurt mit Aroma, mager, mit Süssstoffen",,"Yogourt maigre avec arômes, édulcoré",Yaourt,"Yogurt con aromi, magro con edulcoranti",,"Yogurt flavored, low fat, with sweetener",,Milch und Milchprodukte/Joghurt und Sauermilch,Lait et produits laitiers/Yogourt et lait acidulé,Latte e prodotti di latte/Yogurt e latte acidulato,Milk and dairy products/Yogurt and curdled milk,48,0.1,4.7
588,"Joghurt mit Früchten, mager, mit Süssstoffen",,"Yogourt maigre aux fruits, édulcoré",Yaourt,"Yogurt alla frutta, magro con edulcoranti",,"Yogurt with fruit, low fat, with sweetener",,Milch und Milchprodukte/Joghurt und Sauermilch,Lait et produits laitiers/Yogourt et lait acidulé,Latte e prodotti di latte/Yogurt e latte acidulato,Milk and dairy products/Yogurt and curdled milk,50,0.1,4.7
53,"Joghurt, Erdbeer",,Yogourt aux fraises,Yaourt,"Yogurt, alla fragola",,"Yogurt, strawberry",,Milch und Milchprodukte/Joghurt und Sauermilch,Lait et produits laitiers/Yogourt et lait acidulé,Latte e prodotti di latte/Yogurt e latte acidulato,Milk and dairy products/Yogurt and curdled milk,101,2.7,3.5
55,"Joghurt, Haselnuss",,Yogourt aux noisettes,Yaourt,"Yogurt, alle nocciole",,"Yogurt, hazelnut",,Milch und Milchprodukte/Joghurt und Sauermilch,Lait et produits laitiers/Yogourt et lait acidulé,Latte e prodotti di latte/Yogurt e latte acidulato,Milk and dairy products/Yogurt and curdled milk,119,4.6,3.9
57,"Joghurt, Mokka",,Yogourt au café,Yaourt,"Yogurt, al caffè",,"Yogurt, mocca",,Milch und Milchprodukte/Joghurt und Sauermilch,Lait et produits laitiers/Yogourt et lait acidulé,Latte e prodotti di latte/Yogurt e latte acidulato,Milk and dairy products/Yogurt and curdled milk,100,3.1,3.8
99,"Joghurt, Mokka, Bio",,"Yogourt au café, bio",Yaourt,"Yogurt, al caffè bio",,"Yogurt, mocca, organic",,Milch und Milchprodukte/Joghurt und Sauermilch,Lait et produits laitiers/Yogourt et lait acidulé,Latte e prodotti di latte/Yogurt e latte acidulato,Milk and dairy products/Yogurt and curdled milk,96,3.3,3.5
52,"Joghurt, nature",,"Yogourt, nature",Yaourt,"Yogurt, naturale",,Yogurt natural,,Milch und Milchprodukte/Joghurt und Sauermilch,Lait et produits laitiers/Yogourt et lait acidulé,Latte e prodotti di latte/Yogurt e latte acidulato,Milk and dairy products/Yogurt and curdled milk,66,3.6,4
587,"Joghurt, nature, mager",,"Yogourt, nature, maigre",Yaourt,"Yogurt, naturale magro",,"Yogurt, low fat",,Milch und Milchprodukte/Joghurt und Sauermilch,Lait et produits laitiers/Yogourt et lait acidulé,Latte e prodotti di latte/Yogurt e latte acidulato,Milk and dairy products/Yogurt and curdled milk,40,0.1,4.3
54,"Joghurt, Schokolade",,Yogourt au chocolat,Yaourt,"Yogurt, al cioccolato",,"Yogurt, chocolate",,Milch und Milchprodukte/Joghurt und Sauermilch,Lait et produits laitiers/Yogourt et lait acidulé,Latte e prodotti di latte/Yogurt e latte acidulato,Milk and dairy products/Yogurt and curdled milk,120,3.9,4
